path,bytes,kind,width,height
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-43/img-54.jpeg,28120,image,293,647
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-43/img-55.jpeg,16172,image,290,427
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-43/markdown.md,84,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-43/page-metadata.json,844,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-44/markdown.md,9009,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-44/page-metadata.json,20618,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-45/img-56.jpeg,42166,image,692,438
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-45/markdown.md,71,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-45/page-metadata.json,984,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-46/markdown.md,4331,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-46/page-metadata.json,6884,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-47/img-57.jpeg,15644,image,565,232
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-47/markdown.md,2418,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-47/page-metadata.json,5368,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-5/img-7.jpeg,24136,image,223,417
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-5/img-8.jpeg,50480,image,612,417
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-5/markdown.md,5711,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-5/page-metadata.json,7728,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-6/img-9.jpeg,47561,image,593,414
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-6/markdown.md,4212,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-6/page-metadata.json,7152,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-7/img-10.jpeg,77388,image,817,634
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-7/img-11.jpeg,9575,image,68,616
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-7/markdown.md,66,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-7/page-metadata.json,826,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-8/img-12.jpeg,8776,image,135,329
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-8/img-13.jpeg,12742,image,227,347
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-8/img-14.jpeg,12481,image,223,311
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-8/img-15.jpeg,26208,image,474,315
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-8/markdown.md,1069,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-8/page-metadata.json,6145,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-9/markdown.md,85,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-9/page-metadata.json,964,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/markdown.md,132997,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-1/img-0.jpeg,13180,image,466,230
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-1/markdown.md,3061,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-1/page-metadata.json,6373,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-10/img-21.jpeg,11255,image,408,208
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-10/markdown.md,4940,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-10/page-metadata.json,8623,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-11/img-22.jpeg,4913,image,190,175
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-11/img-23.jpeg,11004,image,294,241
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-11/markdown.md,4296,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-11/page-metadata.json,7835,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-12/img-24.jpeg,3039,image,182,101
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-12/img-25.jpeg,9957,image,274,270
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-12/img-26.jpeg,16016,image,391,214
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-12/markdown.md,7346,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-12/page-metadata.json,19630,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-13/img-27.jpeg,15252,image,398,200
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-13/img-28.jpeg,4655,image,197,144
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-13/markdown.md,8024,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-13/page-metadata.json,15462,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-14/img-29.jpeg,12623,image,294,291
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-14/markdown.md,5794,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-14/page-metadata.json,11149,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-15/img-30.jpeg,10674,image,279,278
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-15/img-31.jpeg,23908,image,487,386
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-15/markdown.md,2922,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-15/page-metadata.json,6269,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-16/img-32.jpeg,12397,image,383,250
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-16/markdown.md,4917,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-16/page-metadata.json,9892,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-17/img-33.jpeg,7151,image,229,146
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-17/markdown.md,4218,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-17/page-metadata.json,12250,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-18/img-34.jpeg,27658,image,524,256
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-18/markdown.md,3000,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-18/page-metadata.json,9478,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-19/img-35.jpeg,27763,image,594,273
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-19/markdown.md,3223,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-19/page-metadata.json,8623,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-2/img-1.jpeg,13979,image,508,222
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-2/markdown.md,4859,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-2/page-metadata.json,8918,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-20/markdown.md,4295,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-20/page-metadata.json,12382,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-21/markdown.md,5015,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-21/page-metadata.json,13094,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150802Z/Philips-VP415-Service-Manual-hires-300-part5of5-pages140-197.pdf/pages/page-22/img-36.jpeg,8506,image,294,158
